milliseconds	sensor
14497	40
14508	39
14519	39
14530	38
14541	38
14552	38
14563	38
14574	38
14585	38
14596	38
14607	39
14618	40
14629	44
14640	49
14651	52
14662	55
14673	58
14684	61
14695	61
14706	61
14717	60
14728	60
14739	59
14750	57
14762	53
14773	47
14784	42
14795	40
14806	39
14817	39
14828	38
14839	39
14850	39
14861	38
14872	38
14883	39
14894	39
14905	39
14916	39
14927	40
14938	42
14949	44
14960	48
14971	51
14982	57
14993	60
15004	61
15015	61
15026	62
15037	62
15048	60
15059	59
15070	56
15081	53
15092	48
15104	43
15115	40
15126	40
15137	39
15148	40
15159	40
15170	40
15181	39
15192	39
15203	39
15214	39
15225	39
15236	39
15247	39
15258	39
15269	39
15280	41
15291	44
15302	47
15313	50
15324	55
15335	58
15346	59
15357	59
15368	60
15379	60
15390	57
15401	53
15412	47
15423	44
15434	40
15445	38
15457	38
15468	38
15479	38
15490	38
15501	38
15512	38
15523	39
15534	38
15545	38
15556	38
15567	38
15578	39
15589	40
15600	44
15611	46
15622	50
15634	55
15644	57
15655	59
15666	59
15677	58
15688	58
15699	57
15710	54
15721	49
15732	43
15743	40
15754	39
15765	38
15776	38
15787	38
15798	38
15810	38
15821	38
15832	38
15843	38
15854	39
15865	39
15876	39
15887	39
15898	40
15909	42
15920	47
15931	51
15942	54
15953	57
15964	59
15975	60
15986	59
15997	58
16008	56
16019	53
16030	48
16041	43
16052	40
16063	39
16074	39
16085	39
16096	39
16107	39
16118	39
16129	39
16140	39
16151	38
16163	38
16174	39
16185	39
16196	40
16207	42
16218	46
16229	49
16240	54
16251	57
16262	57
16273	58
16284	60
16295	60
16306	57
16317	56
16328	53
16339	50
16350	46
16361	41
16372	40
16383	39
16394	39
16405	39
16416	39
16427	39
16438	39
16449	39
16460	39
16471	39
16482	39
16493	39
16505	39
16516	40
16527	41
16538	44
16549	47
16560	52
16571	57
16582	60
16593	61
16604	61
16615	62
16626	62
16637	61
16648	59
16659	57
16670	53
16681	48
16692	43
16703	41
16714	40
16725	40
16736	40
16747	40
16758	40
16769	40
16780	40
16791	40
16802	41
16813	41
16824	41
16835	42
16846	45
16858	50
16869	56
16880	60
16891	62
16902	64
16913	65
16924	65
16935	64
16946	64
16957	63
16968	61
16979	59
16990	56
17001	53
17012	51
17023	48
17034	47
17045	47
17056	52
17067	55
17078	59
17089	61
17100	63
17111	63
17122	63
17134	63
17144	63
17155	63
17166	63
17177	63
17188	63
17199	63
17211	62
17222	62
17234	63
17244	63
17255	62
17266	62
17277	63
17288	62
17299	60
17310	56
17321	52
17332	51
17343	51
17354	51
17365	51
17376	51
17387	51
17398	51
17409	51
17420	52
17431	51
17442	51
17453	51
17464	51
17475	51
17486	51
17497	51
17508	51
17519	51
17530	51
17541	51
17552	51
17564	51
17575	51
17586	51
17597	51
17608	51
17619	51
17630	51
17641	51
17652	51
17663	52
17674	52
17685	52
17696	52
17707	52
17718	52
17729	52
17740	52
17751	52
17762	52
17773	52
17786	52
17798	52
17809	52
17820	53
17831	53
17842	53
17853	53
17864	54
17875	54
17886	54
17897	54
17909	54
17920	54
17931	55
17942	55
17953	55
17964	55
17975	55
17986	55
17997	55
18008	55
18019	55
18030	55
18041	55
18052	55
18063	56
18074	56
18085	56
18096	56
18107	57
18118	56
18129	56
18140	56
18151	56
18162	56
18173	57
18184	56
18195	57
18206	57
18217	56
18228	56
18239	57
18250	57
18262	56
18273	56
18284	57
18295	57
18306	57
18317	57
18328	57
18339	57
18350	57
18361	57
18372	57
18383	57
18394	57
18405	57
18416	57
18427	57
18438	57
18449	57
18460	57
18471	57
18482	57
18493	57
18504	57
18515	57
18526	57
18537	57
18548	57
18559	56
18570	56
18581	56
18592	56
18603	57
18615	57
18626	57
18637	57
18648	57
18659	57
18670	57
18681	57
18692	58
18703	59
18714	62
18725	63
18736	64
18747	64
18758	64
18769	64
18780	64
18791	64
18802	64
18813	64
18824	64
18835	64
18846	62
18857	58
18868	50
18879	42
18890	41
18901	41
18912	41
18923	41
18934	41
18945	41
18956	42
18968	42
18979	42
18990	42
19001	42
19012	42
19023	42
19034	41
19045	41
19056	41
19067	42
19078	42
19089	42
19100	41
19111	41
19122	41
19134	41
19144	41
19155	41
19166	41
19177	41
19188	41
19199	42
19210	45
19221	48
19232	54
19243	58
19254	61
19265	62
19276	63
19287	63
19298	62
19310	61
19321	60
19332	58
19343	56
19354	51
19365	46
19376	43
19387	41
19398	40
19409	40
19420	40
19431	40
19442	40
19453	40
19464	40
19475	40
19486	40
19497	40
19508	41
19519	42
19530	43
19541	47
19552	51
19563	54
19574	58
19585	60
19596	62
19607	62
19618	62
19629	61
19640	60
19651	59
19663	56
19674	52
19685	49
19696	45
19707	43
19718	42
19729	41
19740	41
19751	41
19762	41
19773	41
19784	41
19795	41
19806	42
19817	43
19828	46
19839	51
19850	56
19861	58
19872	60
19883	61
19894	62
19905	62
19916	61
19927	60
19938	58
19949	56
19960	53
19971	50
19982	47
19993	44
20004	42
20016	42
20027	41
20038	41
20049	41
20060	41
20071	41
20082	41
20093	41
20104	42
20115	43
20126	48
20137	52
20148	56
20159	59
20170	62
20181	63
20192	63
20203	63
20214	62
20225	62
20236	61
20247	59
20258	56
20269	53
20280	49
20291	46
20302	43
20313	42
20324	41
20335	41
20346	41
20357	41
20369	41
20380	41
20391	41
20402	41
20413	41
20424	42
20435	43
20446	46
20457	50
20468	55
20479	59
20490	61
20501	63
20512	63
20523	63
20534	63
20545	62
20556	61
20567	59
20578	56
20589	53
20600	48
20611	45
20622	42
20634	42
20644	41
20655	41
20666	41
20677	41
20688	41
20699	41
20711	41
20722	41
20734	42
20744	43
20755	48
20766	54
20777	58
20788	61
20799	62
20810	64
20821	64
20832	63
20843	63
20854	62
20865	61
20876	57
20887	54
20898	50
20909	46
20920	42
20931	41
20942	41
20953	40
20964	40
20975	40
20986	40
20997	40
21008	40
21019	40
21030	41
21041	41
21052	41
21064	43
21075	48
21086	53
21097	57
21108	60
21119	62
21130	63
21141	63
21152	63
21163	62
21174	61
21185	60
21196	58
21207	56
21218	52
21229	48
21240	45
21251	43
21262	41
21273	41
21284	40
21295	40
21306	40
21317	40
21328	40
21339	40
21350	41
21361	41
21372	41
21383	42
21394	46
21405	50
21417	56
21428	59
21439	60
21450	62
21461	62
21472	61
21483	60
21494	59
21505	58
21516	56
21527	53
21538	49
21549	46
21560	43
21571	42
21582	41
21593	41
21604	41
21615	41
21626	41
21637	41
21648	41
21659	41
21670	42
21681	42
21692	43
21703	45
21714	49
21725	54
21736	59
21747	61
21758	63
21770	64
21781	64
21792	64
21803	63
21814	62
21825	61
21836	59
21847	56
21858	52
21869	47
21880	44
21891	43
21902	42
21913	41
21924	41
21935	41
21946	42
21957	41
21968	41
21979	41
21990	41
22001	42
22012	43
22023	44
22034	48
22045	54
22056	59
22067	62
22078	63
22089	64
22100	64
22112	64
22123	63
22134	62
22145	61
22156	58
22167	56
22178	51
22189	48
22200	43
22211	42
22222	41
22234	40
22244	40
22255	40
22266	40
22277	40
22288	40
22299	40
22310	41
22321	41
22332	43
22343	47
22354	53
22365	57
22376	62
22387	63
22398	64
22409	64
22420	63
22431	63
22442	62
22453	60
22465	57
22476	52
22487	49
22498	45
22509	43
22520	41
22531	41
22542	40
22553	40
22564	40
22575	40
22586	41
22597	41
22608	42
22619	44
22630	50
22641	56
22652	60
22663	62
22674	63
22685	64
22696	64
22707	64
22718	64
22729	63
22740	63
22751	63
22762	62
22773	61
22784	59
22795	58
22806	56
22818	53
22829	52
22840	49
22851	47
22862	45
22873	43
22884	42
22895	41
22906	41
22917	41
22928	40
22939	41
22950	41
22961	42
22972	43
22983	43
22994	46
23005	50
23016	55
23027	59
23038	62
23049	63
23060	62
23071	62
23082	63
23093	63
23104	62
23115	62
23126	62
23137	62
23148	61
23159	61
23171	60
23182	60
23193	59
23204	57
23215	56
23226	55
23237	54
23248	52
23259	48
23270	46
23281	45
23292	44
23303	43
23314	42
23325	42
23336	42
23347	42
23358	42
23369	43
23380	44
23391	47
23402	52
23413	55
23424	60
23435	62
23446	63
23457	63
23468	63
23479	63
23490	63
23501	63
23513	63
23524	63
23535	63
23546	63
23557	63
23568	63
23579	63
23590	63
23601	63
23612	63
23623	62
23634	62
23645	61
23656	61
23667	60
23678	58
23689	57
23700	55
23711	53
23722	50
23734	47
23744	46
23755	45
23766	44
23777	43
23788	43
23799	43
23810	43
23821	43
23832	43
23843	43
23854	45
23866	47
23877	52
23888	58
23899	62
23910	64
23921	64
23932	63
23943	64
23954	64
23965	64
23976	64
23987	64
23998	64
24009	64
24020	64
24031	64
24042	63
24053	63
24064	60
24075	57
24086	51
24097	47
24108	46
24119	44
24130	43
24141	42
24152	41
24163	41
24174	40
24185	39
24196	40
24207	41
24219	41
24230	41
24241	42
24252	43
24263	45
24274	52
24285	60
24296	64
24307	65
24318	65
24329	65
24340	65
24351	65
24362	65
24373	65
24384	65
24395	65
24406	65
24417	65
24428	65
24439	64
24450	61
24461	58
24472	51
24483	43
24494	40
24505	38
24516	34
24527	32
24538	32
24549	32
24560	33
24572	35
24583	37
24594	35
24605	36
24616	40
24627	48
24638	59
24649	60
24660	60
24671	60
24682	60
24693	62
24704	63
24715	63
24726	62
24737	62
24748	63
24759	62
24770	59
24781	58
24792	57
24803	54
24814	43
24825	38
24836	34
24847	33
24858	32
24869	32
24880	32
24891	32
24902	32
24914	36
24925	34
24936	36
24947	43
24958	55
24969	59
24980	61
24991	61
25002	61
25013	61
25024	62
25035	63
25046	63
25057	63
25068	64
25079	64
25090	64
25101	63
25112	62
25123	60
25134	53
25145	43
25156	37
25167	35
25178	34
25189	33
25200	33
25211	34
25222	34
25234	35
25244	35
25255	37
25267	41
25278	48
25289	54
25300	61
25311	63
25322	64
25334	64
25344	65
25355	64
25366	64
25377	64
25388	64
25399	63
25410	61
25421	58
25432	53
25443	49
25454	43
25465	40
25476	39
25487	39
25498	38
25509	38
25520	40
25531	42
25542	42
25553	42
25564	42
25575	42
25586	43
25597	43
25608	46
25620	52
25631	57
25642	61
25653	63
25664	64
25675	64
25686	64
25697	64
25708	64
25719	63
25730	61
25741	58
25752	53
25763	47
25774	44
25785	43
25796	42
25807	42
25818	40
25829	39
25840	39
25851	39
25862	40
25873	40
25884	40
25895	40
25906	40
25917	42
25928	46
25939	52
25950	59
25961	62
25973	64
25984	65
25995	65
26006	64
26017	64
26028	64
26039	63
26050	60
26061	57
26072	51
26083	46
26094	42
26105	41
26116	40
26127	39
26138	38
26149	38
26160	38
26171	38
26182	38
26193	39
26204	39
26215	39
26226	40
26237	43
26248	48
26259	53
26270	58
26281	61
26292	62
26303	63
26315	63
26326	63
26337	63
26348	62
26359	61
26370	59
26381	56
26392	51
26403	46
26414	43
26425	41
26436	40
26447	40
26458	40
26469	40
26480	40
26491	40
26502	39
26513	39
26524	40
26535	40
26546	41
26557	42
26568	47
26579	51
26590	55
26601	58
26612	61
26623	62
26634	62
26645	61
26656	60
26668	60
26679	58
26690	55
26701	52
26712	48
26723	43
26734	41
26745	40
26756	40
26767	39
26778	39
26789	40
26800	40
26811	40
26822	40
26834	41
26844	42
26855	44
26866	49
26877	53
26888	58
26899	59
26910	61
26921	62
26932	63
26943	62
26954	61
26965	60
26976	59
26987	57
26998	54
